number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state
76,1142.0730939032044,3.452834839969284,0.44810476764050927,rmse,0.008950125257553327,0.13237906952089734,0.043139662380419504,10,49,0.8853753269380725,COMPLETE
77,1137.096381987101,6.381534023721604,0.40812103834048974,rmse,0.01865710339944193,0.7868130235969557,0.02125009369159755,8,31,0.9199102535031135,COMPLETE
78,1137.7551393289834,3.8847310907644537,0.46992754428539224,rmse,0.029279337532087533,0.11135213277189084,0.028362913001519698,11,60,0.8781377417750662,COMPLETE
79,1153.1116633449558,1.4173999695412218,0.3728890719617042,rmse,0.0027539277461159973,0.06850151864934284,0.019076069520098115,5,52,0.9045449812818116,COMPLETE
80,1139.1249816004147,2.722097903267669,0.5013728248020515,rmse,0.013586910624935087,0.20706165058654968,0.023804821865435793,9,66,0.44902960809820147,COMPLETE
81,1135.9860692942575,1.5836092723670723,0.3933630497738334,rmse,0.0062026498263690714,0.04917147985616234,0.016404182645381096,11,77,0.9488761275877652,COMPLETE
82,1136.94803661156,1.2793846774907143,0.3937387292039929,rmse,0.005975195384313878,0.046162403329173284,0.016378652503186673,11,41,0.8982891321555055,COMPLETE
83,1136.7106808471128,1.9066668671615083,0.41429717184762227,rmse,0.008123827361807024,0.06105721301716919,0.014458238656465337,12,70,0.6691247365101347,COMPLETE
84,1137.19007069638,1.0467004215073985,0.41259161858712623,rmse,0.008959292053780878,0.10733412956659334,0.015191713669524381,13,73,0.5984083540533361,COMPLETE
85,1139.0806493554512,3.6255916688939944,0.43858718048997636,rmse,0.017516037717192238,0.32061025076452254,0.014395018755089351,9,30,0.6709315144469438,COMPLETE
86,1146.5293257831154,6.639325721570581,0.3593898492210506,rmse,0.011284284130500538,0.05976135111090461,0.009741509247318933,10,80,0.6625486043831762,COMPLETE
87,1139.9199450769158,1.822647566368831,0.3833325974468085,rmse,0.03164356014922331,0.03750619551928107,0.022638183111083014,14,68,0.7281479260314708,COMPLETE
88,1135.490738890011,4.968904380211948,0.4255139149821295,rmse,0.020740071431887847,0.05580994489672845,0.0178431457603053,11,61,0.940506812986984,COMPLETE
89,1135.7341404132674,4.898560149693296,0.44576721476130465,rmse,0.004660678337156489,0.0512389455059366,0.017876807204115677,11,64,0.9607603439760054,COMPLETE
90,1247.3166447188848,5.211713127816857,0.4838387247851434,rmse,0.0011925657903254275,0.05214960085972911,0.0022137834274681347,11,62,0.9438192811277277,COMPLETE
91,1136.914007504355,3.0112320309994898,0.42010917358086897,rmse,0.02148466621439999,0.06734962075893944,0.01763287192630003,13,46,0.9238838962906095,COMPLETE
92,1136.9462807802604,9.304753487086243,0.43705722997391694,rmse,0.007436351356354847,0.1782999167977427,0.0264313425880248,12,37,0.9651200134265396,COMPLETE
